""
"Indicator name: Intentional homicide  Data Source: UNODC(http://www.unodc.org/), Crime and criminal justice database(https://www.unodc.org/unodc/en/data-and-analysis/statistics/historic-data.html)"
"Description: Number of victims in total population express per 100,000 population. Intentional homicide is unlawful death purposefully inflicted on a person by another person. Data on intentional homicide should exclude attempted homicides."
"INDICATOR NAME (unit)","COUNTRY NAME","YEAR","VALUE"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2001","11.87"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2002","13.39"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2003","17.84"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2004","20.15"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2004","0.04"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2005","29.77"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2005","0.05"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2006","28.48"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2006","0.06"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2007","29.88"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2007","0.05"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2008","41.61"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2008","0.05"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2009","38.38"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2009","0.06"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2010","35.61"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2010","0.05"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2011","26.34"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2011","0.04"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2012","28.26"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2012","0.04"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2013","30.07"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2013","0.03"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2014","29.73"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2014","0.03"
"Intentional homicide (Per 100,000 population)","Trinidad and Tobago","2015","30.65"
"Robbery (Per 100,000 population)","Trinidad and Tobago","2015","0.02"
"Intentional homicide (Per 100,000 population)","Tunisia","2004","1.95"
"Intentional homicide (Per 100,000 population)","Tunisia","2005","2.57"
"Intentional homicide (Per 100,000 population)","Tunisia","2006","2.44"
"Intentional homicide (Per 100,000 population)","Tunisia","2007","2.65"
"Intentional homicide (Per 100,000 population)","Tunisia","2008","2.69"
"Intentional homicide (Per 100,000 population)","Tunisia","2009","2.42"
"Intentional homicide (Per 100,000 population)","Tunisia","2010","2.69"
"Intentional homicide (Per 100,000 population)","Tunisia","2012","3.06"
"Intentional homicide (Per 100,000 population)","Turkey","2003","4.29"
"Robbery (Per 100,000 population)","Turkey","2003","0.17"
"Intentional homicide (Per 100,000 population)","Turkey","2004","4.35"
"Robbery (Per 100,000 population)","Turkey","2004","0.10"
"Intentional homicide (Per 100,000 population)","Turkey","2005","4.87"
"Robbery (Per 100,000 population)","Turkey","2005","0.14"
"Intentional homicide (Per 100,000 population)","Turkey","2006","4.61"
"Robbery (Per 100,000 population)","Turkey","2006","0.21"
"Intentional homicide (Per 100,000 population)","Turkey","2007","5.17"
"Robbery (Per 100,000 population)","Turkey","2007","0.13"
"Intentional homicide (Per 100,000 population)","Turkey","2008","4.63"
"Robbery (Per 100,000 population)","Turkey","2008","0.09"
"Intentional homicide (Per 100,000 population)","Turkey","2009","5.18"
"Robbery (Per 100,000 population)","Turkey","2009","0.09"
"Intentional homicide (Per 100,000 population)","Turkey","2010","4.24"
"Robbery (Per 100,000 population)","Turkey","2010","0.09"
"Intentional homicide (Per 100,000 population)","Turkey","2011","4.17"
"Robbery (Per 100,000 population)","Turkey","2011","0.10"
"Intentional homicide (Per 100,000 population)","Turkey","2012","4.31"
"Robbery (Per 100,000 population)","Turkey","2012","0.10"
"Robbery (Per 100,000 population)","Turkey","2013","0.29"
"Robbery (Per 100,000 population)","Turkey","2014","0.43"
"Intentional homicide (Per 100,000 population)","Turkey","2015","2.85"
"Robbery (Per 100,000 population)","Turkey","2015","0.34"
"Intentional homicide (Per 100,000 population)","Turkey","2016","3.34"
"Robbery (Per 100,000 population)","Turkey","2016","0.27"
"Intentional homicide (Per 100,000 population)","Turkey","2017","3.09"
"Intentional homicide (Per 100,000 population)","Turkey","2018","2.59"
"Intentional homicide (Per 100,000 population)","Turkmenistan","1990","9.01"
"Intentional homicide (Per 100,000 population)","Turkmenistan","1991","8.08"
"Intentional homicide (Per 100,000 population)","Turkmenistan","1992","7.59"
"Intentional homicide (Per 100,000 population)","Turkmenistan","1993","8.28"
"Intentional homicide (Per 100,000 population)","Turkmenistan","1994","7.48"
"Intentional homicide (Per 100,000 population)","Turkmenistan","1995","6.39"
"Intentional homicide (Per 100,000 population)","Turkmenistan","1996","7.79"
"Intentional homicide (Per 100,000 population)","Turkmenistan","1997","8.22"
"Intentional homicide (Per 100,000 population)","Turkmenistan","1998","7.82"
"Intentional homicide (Per 100,000 population)","Turkmenistan","1999","7.19"
"Intentional homicide (Per 100,000 population)","Turkmenistan","2000","5.91"
"Intentional homicide (Per 100,000 population)","Turkmenistan","2001","5.43"
"Intentional homicide (Per 100,000 population)","Turkmenistan","2002","5.23"
"Intentional homicide (Per 100,000 population)","Turkmenistan","2003","5.00"
"Robbery (Per 100,000 population)","Turkmenistan","2003","0.00"
"Intentional homicide (Per 100,000 population)","Turkmenistan","2004","4.44"
"Robbery (Per 100,000 population)","Turkmenistan","2004","0.00"
"Intentional homicide (Per 100,000 population)","Turkmenistan","2005","4.33"
"Robbery (Per 100,000 population)","Turkmenistan","2005","0.00"
"Intentional homicide (Per 100,000 population)","Turkmenistan","2006","4.22"
"Robbery (Per 100,000 population)","Turkmenistan","2006","0.00"
"Intentional homicide (Per 100,000 population)","Tuvalu","2010","9.50"
"Intentional homicide (Per 100,000 population)","Tuvalu","2011","9.41"
"Intentional homicide (Per 100,000 population)","Tuvalu","2012","18.62"
"Intentional homicide (Per 100,000 population)","Uganda","1995","8.38"
"Intentional homicide (Per 100,000 population)","Uganda","1996","8.59"
"Intentional homicide (Per 100,000 population)","Uganda","1997","8.86"
"Intentional homicide (Per 100,000 population)","Uganda","2003","8.22"
"Robbery (Per 100,000 population)","Uganda","2003","0.04"
"Intentional homicide (Per 100,000 population)","Uganda","2004","7.64"
"Robbery (Per 100,000 population)","Uganda","2004","0.05"
"Intentional homicide (Per 100,000 population)","Uganda","2005","9.00"
"Robbery (Per 100,000 population)","Uganda","2005","0.07"
"Intentional homicide (Per 100,000 population)","Uganda","2006","9.44"
"Robbery (Per 100,000 population)","Uganda","2006","0.08"
"Intentional homicide (Per 100,000 population)","Uganda","2007","8.97"
"Robbery (Per 100,000 population)","Uganda","2007","0.06"
"Intentional homicide (Per 100,000 population)","Uganda","2008","9.18"
"Robbery (Per 100,000 population)","Uganda","2008","0.04"
"Intentional homicide (Per 100,000 population)","Uganda","2009","10.29"
"Robbery (Per 100,000 population)","Uganda","2009","0.08"
"Intentional homicide (Per 100,000 population)","Uganda","2010","9.74"
"Robbery (Per 100,000 population)","Uganda","2010","0.06"
"Intentional homicide (Per 100,000 population)","Uganda","2011","11.21"
"Robbery (Per 100,000 population)","Uganda","2011","0.04"
"Intentional homicide (Per 100,000 population)","Uganda","2012","11.77"
"Robbery (Per 100,000 population)","Uganda","2012","0.04"
"Intentional homicide (Per 100,000 population)","Uganda","2013","10.81"
"Robbery (Per 100,000 population)","Uganda","2013","0.04"
"Intentional homicide (Per 100,000 population)","Uganda","2014","12.12"
"Robbery (Per 100,000 population)","Uganda","2014","0.04"
"Intentional homicide (Per 100,000 population)","Uganda","2016","11.30"
"Robbery (Per 100,000 population)","Uganda","2016","0.07"
"Intentional homicide (Per 100,000 population)","Uganda","2017","11.50"
"Robbery (Per 100,000 population)","Uganda","2017","0.07"
"Intentional homicide (Per 100,000 population)","Uganda","2018","10.52"
"Intentional homicide (Per 100,000 population)","Ukraine","1990","4.97"
"Intentional homicide (Per 100,000 population)","Ukraine","1991","5.15"
"Intentional homicide (Per 100,000 population)","Ukraine","1992","6.55"
"Intentional homicide (Per 100,000 population)","Ukraine","1993","7.20"
"Intentional homicide (Per 100,000 population)","Ukraine","1994","8.26"
"Intentional homicide (Per 100,000 population)","Ukraine","1995","8.66"
"Intentional homicide (Per 100,000 population)","Ukraine","1996","9.68"
"Intentional homicide (Per 100,000 population)","Ukraine","1997","8.43"
"Intentional homicide (Per 100,000 population)","Ukraine","1998","8.43"
"Intentional homicide (Per 100,000 population)","Ukraine","1999","8.62"
"Intentional homicide (Per 100,000 population)","Ukraine","2000","9.05"
"Intentional homicide (Per 100,000 population)","Ukraine","2001","10.03"
"Intentional homicide (Per 100,000 population)","Ukraine","2002","8.95"
"Intentional homicide (Per 100,000 population)","Ukraine","2003","8.49"
"Robbery (Per 100,000 population)","Ukraine","2003","0.36"
"Intentional homicide (Per 100,000 population)","Ukraine","2004","7.38"
"Robbery (Per 100,000 population)","Ukraine","2004","0.41"
"Intentional homicide (Per 100,000 population)","Ukraine","2005","6.46"
"Robbery (Per 100,000 population)","Ukraine","2005","0.47"
"Intentional homicide (Per 100,000 population)","Ukraine","2006","6.35"
"Robbery (Per 100,000 population)","Ukraine","2006","0.42"
"Intentional homicide (Per 100,000 population)","Ukraine","2007","5.71"
"Robbery (Per 100,000 population)","Ukraine","2007","0.32"
"Intentional homicide (Per 100,000 population)","Ukraine","2008","5.34"
"Robbery (Per 100,000 population)","Ukraine","2008","0.37"
"Intentional homicide (Per 100,000 population)","Ukraine","2009","4.87"
"Robbery (Per 100,000 population)","Ukraine","2009","0.28"
"Intentional homicide (Per 100,000 population)","Ukraine","2010","4.34"
"Robbery (Per 100,000 population)","Ukraine","2010","0.23"
"Intentional homicide (Per 100,000 population)","Ukraine","2012","5.14"
"Intentional homicide (Per 100,000 population)","Ukraine","2014","6.31"
"Intentional homicide (Per 100,000 population)","Ukraine","2017","6.18"
"Robbery (Per 100,000 population)","Ukraine","2017","0.21"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2003","1.21"
"Robbery (Per 100,000 population)","United Arab Emirates","2003","0.00"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2004","0.66"
"Robbery (Per 100,000 population)","United Arab Emirates","2004","0.00"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2005","1.22"
"Robbery (Per 100,000 population)","United Arab Emirates","2005","0.00"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2006","0.74"
"Robbery (Per 100,000 population)","United Arab Emirates","2006","0.01"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2010","0.78"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2011","0.57"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2012","0.75"
"Robbery (Per 100,000 population)","United Arab Emirates","2012","0.00"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2013","0.62"
"Robbery (Per 100,000 population)","United Arab Emirates","2013","0.01"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2014","0.66"
"Robbery (Per 100,000 population)","United Arab Emirates","2014","0.01"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2015","0.65"
"Robbery (Per 100,000 population)","United Arab Emirates","2015","0.01"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2016","0.71"
"Robbery (Per 100,000 population)","United Arab Emirates","2016","0.01"
"Intentional homicide (Per 100,000 population)","United Arab Emirates","2017","0.46"
"Robbery (Per 100,000 population)","United Arab Emirates","2017","0.02"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","1990","1.25"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","1991","1.28"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","1992","1.51"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","1993","1.54"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","1994","1.59"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","1995","1.55"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","1996","1.45"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","1997","1.48"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","1998","1.57"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","1999","1.57"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","2000","1.55"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","2001","1.63"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","2002","1.87"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","2003","1.55"
"Robbery (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","2003","0.10"
"Intentional homicide (Per 100,000 population)","United Kingdom of Great Britain and Northern Ireland","2004","1.59"
